Date,Author,Comment
2024-03-17,elynna02,"Durability:tough
Material:good? pu? leather?

its good i love the quality as its not soft !! also rlly cute"
2024-03-13,nadi.co,"Material:kulit
Durability:7/10

Tak try lagi. Simpan untuk raya. Harap2 boleh tahan lame. Asyik keluar dekat fyp tiktok je kn."
2024-03-24,d*****n,"beg cantik sngt uols , jahitan kemas, memng nmpk mcm mahal , auch"
2024-03-17,rohayah8,bolehlah kena dengan harganya… penghantaran ambil masa.. warna memang pilihan yang tepat..
2024-03-18,adeksue95,Love sangat cantik beg sis suka comel jeee terima kasih sis beli yeee🫶🏻❤️
2024-02-29,n*****i,Macam bag mahal!! Berbaloi gila beli. Not bad nampak je kecil tapi boleh masuk banyak barang.
2024-03-17,w*****i,"Material:mantap
Durability:tahan

semua ok saya suka seller ni pos cepat dan laju good"
2024-02-16,haziammulani,"Lurve sgt handbag ni. Material, colour sangat cantik. Jahitan kemas, tiada kerosakan pada bag. Bag murah tp nampak mcm mahal."
2024-03-17,wannorhidayah95,"Durability:tahan lasak

cantik and nampak mahal.. sesuai laa bawak jalan2.. cuma putih kene pndai jaga.."
2024-03-21,kakyongfrh,"Material:pvc
Durability:mantapppp

Seriously beg cantik giler, rasa tersangatlah puas hari..rugi lah korang tak grab 1..cantik giler gaisss"
2024-02-27,auni_bell98,"Durability:nampak macam boleh tahan lama nih.
Material:pu leather

Beg tak lembik. Warna putih cream, nice.. kualiti terbaik, dah macam beg vincci 🤭ruang dalam pun boleh letak walet kunci kereta makeup sikit. Beg ringan, Semuanya cantik berbaloi dengan harga. Laju betol delivery , baru order semalam, harini dah sampai. Terbaik seller. Thank you seller👍 kasi 10⭐"
2024-03-12,v*****i,"Material:good
Durability:good

Maaf gambar tiada kena mengena. apa pun beg memang cantik . Recommended."
2024-03-13,s*****a,lurveeeeeee suka sangat cantik hehe belikan untuk member birthday diaaa
2024-02-19,a*****z,"Durability:pu leather

Terima bag tiada defect, beg comel boleh masuk purse pendek & iphone x. Thanks dapat harga murah masa live ❤️"
2024-03-21,q*****e,"Material:leather
Durability:9/10

lawa material dia love, tapi kecik sikit lah, tapi cantik jangan risau, untuk simpan duit raya muat lah ni hehe🫶🏻"
2024-01-16,f*****n,"Material:tak tahu lah haha

Lawaa gilaaa, bergaya nampak elegant gituu, berbaloi sgt dengan harga, beg ni sesuai untuk yang jenis tak suka bawa banyak barang"
2024-03-22,i*****_,"Material:okayy
Durability:okayyy

Best dan berpatutan. Boleh guna untuk raya wehuuu"
2024-03-03,aisyahzulaikha94,"Material:pu leather

barang dah sampai , muat la untk wallet kecik dan fon ,"
2024-03-16,m*****a,Nice colour. Love sgt. Ruang dlm dia pon ok la blh ltk wallet handphone. In love pulak dgn design half moon handbag ni
2024-03-20,b*****g,"Durability:unknown
Material:pu leather

1st time beli from this seller. Barang cantik dan murah. Terima kasih."
2024-03-16,shafiqahlah,"Durability:ok
Material:ok

Kan bagus tulis beige white. Tak la rasa tertipu sgt 😌. Ni kasut da putih betul. Beg pulak mcm krim2 haihhh."
2024-02-24,a*****.,"alhamdulilah barang dh sampai , delivery pun pantas , saya sukaa, beg cantikk sangat, beli beg untuk raya"
2024-03-03,nrfaza,Thank you seller🥰😍 baru semalam check out. Barang hrni dh smpai hehehe🥰 seriously cntik sangattt. 😍 saya suka
2024-03-21,1*****y,"Material:good
Durability:not tried yet

Safely arrived with good condition...
Nice handbag so can used it for raya...
Tq seller 👍🏻👍🏻👍🏻👍🏻👍🏻"
2024-03-17,reensyaz,thankyou so much 👍🏻🫶🏻😍 kualiti mmg terbaekk tapi kaler dia bukan putih 🥹 but itsokay 🫶🏻
2024-03-22,filzatyamin,Tersangat cantik yaa . Zip tak tersekat sekat . Paling muranh pernah beli
2024-03-10,a*****a,Everything okay . Beli untuk pakai raya . Tak sabar raya walaupun duduk rumah je
2024-02-20,d*****0,"Material:SSSSOO GOOODDD
Durability:9/10

same color as shown, very fast delivery, very minimalistic, not too big and not too small, fit for important needs!! LORVEEEEE !!"
2024-03-17,n*****5,Beg cantik gilaaa tak menyesal beli.. cuma lain kali better balut guna bubblewrap sebb seller bungkus macam tu je hehe.. beg nampak macm beg mahal tapi harga mampu milik.. beg muat letak 2 fon dan 1 dompet.. laju gila sampai.. hari yg ke3 order dah sampai
2024-03-02,h*****n,"Material:faux leather

Cantikk,  tak besar sangat pun, just nice. Thank you."
2024-03-21,a*****o,Beli untuk orang.. sangat cantik .. selesa sgt pakai hehe.. sorry vid tak de kene mengena
2024-01-31,kkommpd2ya,"Durability:okey
Material:cantik sangat

lawa gila beg ni sebb nmpk mcm beg mahal dhla hrga murah nak mmpos ! lurveee💋"
2024-02-25,q*****y,"Material:bestt

Penghantaran cepat sngt, Korang patut beliii, lawa pulakk tuu, boleh la pakai untuk ootd raya nnt😝"
2024-03-21,h.hcloset,"Durability:ok
Material:ok

Size just nice. Color cool. Delivery ok."
2024-03-13,n*****a,"Durability:idk tp mcm ok
Material:lather

Cantek beg ni, beli masa live jd dpt murahh,, agak kecik tp still ok bagi sayaa, beli nak pakai masa raya nantii"
2024-03-24,d*****i,"Durability:Good
Material:Good

Sangat recommend kedai ni"
2024-03-11,h*****3,Barang sampai dlm keadaan ok. Takde yg pecah. So far service ok
2024-03-23,aisyahhbal,"Durability:strong
Material:not sure

Small, just nice for event. Thank you seller"
2024-03-20,e*****a,"Penghantaran cepat, tpi masa smpai tu, packaging tu bukan dlm kotak, just dlm paper bag, agak sedikit kecewalh, sbb beg tu ad sdikit kesan kena tekan. But overall yg lain okey, just packaging je."
2024-03-13,frsha20_,thank u seller bag cantik sangat tak sabar pakai raya
2024-03-11,amerzafran76,Memang terbaik laa seller ni barang berpuas hati sangat sangat
2024-03-20,aqielasoffya329,"penghantaran pantas , kualiti beg macam beg mahal tau , beg ni sumpah cantik korang boleh muat banyak barang jugak very recomended"
2024-03-21,a*****a,"Material:Good

The bag is in good condition and looks like an expensive bag."
2024-03-07,n*****3,"Chantek! Even if the price is cheap, but look at the quality, it's expensive. Thank you seller 🙌🏻😘"
2024-03-23,f*****8,"Durability:It looks like a good quality bag.

It's my 1st time buying this brand of bag. Look like, other branded bags. So cantik. I likess!"
2024-02-06,g*****a,"Sangat2 cantik, mak lurve sangat. Nak grab lagi lepas ni tapi kaler lain. Srsly comel dan harga berpatutan. Mampu milik. Penghantaran pun superb"
2024-03-18,staffzampt,"Durability:cantik
Material:kualiti shopee up sikit

Ok la dengan harga.. design cantik . Maybe material kurang sikit tp.still cantik"
2024-03-16,c*****z,"Durability:Excellent!!

Took 3 days after purchase to received the item.
Sumpah cantik. Nampak macam bag mahal!!
The design is cute so I couldn’t help but to purchase it.
Jahitan dia pun kemas! Thank you seller for the secured packaging. Delivered to me in a good condition💗"
2024-03-13,f*****h,Cantikkk tak sabar nak guna nanti bila2 laa sebab kita jarang pakai handbag!
2024-03-04,marizantengah,"Condition terbaik.. kaler cantik, fast shipping, recomended.."
2024-02-17,solehahahaaa,"Durability:good
Material:best, lembut tak kejung

Worth the money and quality. Material feels soft and colour is true to the ads shown. Definitely going to repeat buying another one in different colour. 10/10"
2024-03-17,a*****7,Cantek nyee beg ni dah comel 😍😍😍 love it so much 🥰🥰🥰❤️❤️❤️
2024-02-21,9k28sjm7q5,"Durability:sangat Good
Material:Good

Suka sekali But Sorry Tak boleh tunjuk foto sebab i Giftkan Ke teman hehehe"
2024-03-19,illiyanasyafiqah,"ya allah lawa gilee wehh beg ni 😭🫶🏻 , tk rugi belii , korang beli laaa , tk menyesal kalau beli ❤️❤️"
2024-03-20,a*****n,"Material:pu leather
Durability:durable

satisfied purchase. perfect size for should bag. got 1 open pocket compartment and 1 zip compartment inside"
2024-03-14,shunjoney,"The bag is big
Gooddddd
Material bag is fineeeeeee"
2024-02-26,tiqaluv1234,"Material:Nice

just recieved my parcel today ! Really love the material , the price really affordable for a good quality bag ! Beli cepat❤️❤️"
2024-03-04,nailove512,"Durability:ok
Material:cantik

sya puas hati nnt bleh order lgi...😊"
2024-02-29,z87mypd9kv,"Material:Good
Durability:Good

Premium bag with cheaps price 😭😍😍😍😍😍"
2024-02-03,hammadimran_,"Material:Very Nice
Durability:Good Recommended

Quick Delivery"
2024-03-15,b*****t,Beg tangan cantik sangat 🥰💞 Thanks penghantaran nya 😘❤️
2024-03-21,s*****4,"Durability:Harap tahan lama
Material:Tak tau

Penghantaran sangat cepat. Barang juga sampai dalam keadaan baik. Cantik dan saya sangat suka👍👍"
2024-03-22,khrlnaim3677,"Durability:fast shipping
Material:gooooddd

my sister so likeeeeee"
2024-02-19,x*****.,"Everything looks great.
Good size and shape, perfect for simple outing use. Match with daily outfit too."
2024-03-09,ihsanwadi624,"Material:bagus
Durability:simple

Peking kemas pengiriman pun pantas cepat laju thanks seller 👍"
2024-03-17,s*****8,"Material:nicely done!!

veryyyyyyyy cheappppp forrrr theee nicee qualityyyy!! 😭😍"
2024-03-17,hanahana837,Alhamdulillah barang sudah sampai terima kasih sangat memuaskan dan cantik ￼
2024-03-22,nurhayah_hayah,Alhamdulillah beg dah sampai…cantik ngam dengan harga…saya beli
2024-03-21,tanganjel_22,Durability:tq barang sdh smpai lawa sgat puas hati👍👍👍👍
2024-03-21,nikrania,"Material:leather
Durability:nice

omg sangat cantik. i really like it. well packaging"
2024-03-16,e*****i,barang dah sampai ke srwk dengan selamat thankyouu nnti repeat lagi
2024-03-21,erlynnn,"Material:nice
Durability:nice

Sumpahhh lawaaa😍❤️🫶🏻"
2024-02-08,munahanim9798,"Durability:boleh tahan
Material:pu leather

Beg sampai dengan selamat. Cantik. Jenis pu leather. Beg saiz tapak tangan, kecik dan elok untuk yang tak suka bawa barang banyak. Beli masa live jimat banyak. Overall nanti boleh repeat lagi."
2023-12-28,n*****a,camtik sangat.. nampak beg mahal taoi harga murah jee berbaloi sangat sangat...
2024-02-03,f*****9,"Material:okey la
Durability:good

Quality worth the cheap price, fussy buyer please dont buy it u might be disappointed with the quality. Overall good for the price"
2024-03-18,wankajang,Beg berkualiti. Harga affordable.
2024-01-17,a*****y,Material:good
2023-10-26,elsamanorasitanggang,Cantik gile🥰 nanti repeat order lagi
2023-12-07,rabbekaeka,Cntk sgt🤩
2024-01-16,odpqkpa3ag,Durability:terima kasih cantik. 👍🥰
2024-02-14,syieracan,Cantik dan puas hati 👍👍
2023-11-17,i*****l,Cantikkk mcm premiumm
2024-03-20,a*****a,
2024-03-04,a*****0,
2024-02-08,wanasafwanah,Item received..good quality..jahitan kemas..tqsm
2024-03-19,b*****4,Kualiti setimpal dgn harga.
2024-02-16,iamnashiraliyar,"Material:Kualiti bagus
Durability:Terbaik"
2024-02-15,azurasyah1,"Material:cantik
Durability:sangat baik"
2023-12-04,mohamad_fakhrul_afif,"Durability:good
Material:good"
2023-12-25,engellaeva1506,"Material:good
Durability:nice"
2024-01-03,bietahbuzz,"Durability:good
Material:👍"
2023-11-03,t0cehf9l8z,"Durability:sangat memuaskan
Material:good"
2023-12-14,anisasitumorang123678,"Material:good
Durability:good"
2024-03-04,epulb6ggah,"Durability:Good
Material:Good"
2023-11-07,afiqahaklan,"Durability:cantik
Material:Good"
2024-03-11,nurulhudarsln,"Material:good

love it"
2024-03-07,dayahbunari,"Durability:good

Good looking"
2024-02-12,sitiainiawang,Sesuai dengan harga
2023-11-27,lina_jsm90,"Material:cantik sangatt

Repeatttt"
2023-12-30,sarmiira,Fast shipping
2024-03-05,h*****g,"Material:good

🤩"
2024-03-10,haiqalnurjihan,Fast delivery
2023-12-03,junita_simanjuntak,Material:Good
2024-02-27,oc23c_mry5,Material:good
2024-03-16,ejv30r62t1,Material:good
2023-10-30,37sm1t5izp,Durability:sangat memuaskan
2023-11-06,fadillamj69,Material:original
2023-12-05,o9ye5w4aqx,
2024-03-02,balqis160410,Beli untuk anak2 dara nak melaram time raya
2023-12-18,misschiko,"Cantik ,mcm dlm gambar ...love sgt ..."
2024-03-06,ndrhdyna,a little bit defected but it's okay
2024-01-11,salina_yeli1233,tjhdiljhhyhg bu. Hyc nkhg ngcf jgs
2024-03-04,nursyafikahahmad,Cantik sngttt . Maaf takde gmbrrrr
2024-01-15,mxsdlph,"Durability:Kemas

Lawa mcm beg mahal"
2024-03-07,syurac4ntik,lawa weyy korang kena beliii
2023-12-27,norhaidabulin,"Material:ok
Durability:ok

Beg cantik"
2024-02-27,cik_cha,"Material:ok
Durability:ok

tq seller"
2024-02-29,n*****l,"Material:As stated
Durability:Quite durable"
2023-12-08,asmidar_mokhtaruddin,Ok sangat handbag nya...cantik.
2023-12-11,velerinbelle,rupanya kecil jaa 😂
2024-03-13,nurulsofeana,Lawaaaa sanggat berpuas hti❤️❤️❤️
2024-03-12,zsgaleri,Bag nye best gileeer...
2024-02-07,mimiejaafar935,Beg sama dalam gambar
2024-03-16,nursumayyah709,Beg sgt laws comel
2023-11-01,hayati79,Amat berpuas hati.. cantik sangat
2023-11-01,6zwb2fir25,"Mewaaaah😍😍
Sangat""?? cantik sye suka😍😍"
2023-12-22,kieraheyra,nice.. like it
2023-11-09,azilah10,lawaaaaa macam handbag mahal
2024-01-24,indrianitarigan370,Durability:bag Lawa lahh
2023-12-16,nurazlina04,Sangt cantik...berbaloii sangt
2024-03-13,zackzocco79,cantiikkkk.. anak sukaaa!!..
2023-11-20,mrs_toamas,Penghantaran sangat lambat
2024-02-05,jacobsapollo,bag lawa dooh
2024-03-17,orangsabahba,cantik sangat 😍😍😍
2023-11-05,berlynchandria,I like it 🤗
2023-11-16,mhsp03,too cute 🌟🌟🌟🌟🌟
2023-11-08,shrifhnrulzhidh,Cantik sangat.luvs teruk
2024-03-15,effarezan22,Durability:Good condition
2024-03-05,teyha.ahmad,Beg cantik
2024-02-03,pikalya,Durability:sangat cantik😘
2023-11-07,idanoorizan,Cantik..will repeat again💓💓💓❤️♥️
2024-03-19,ctyhanie,beg cantik..
2024-02-22,areeeee10,Sangat cantik
2024-01-30,qr3wms_mwh,cantikk sangattt😍😍
2024-03-19,azrianajim672,Santikkk sngattttt
2024-03-14,bbyriynriynaa,Cantik sangat
2024-03-04,nitachotprawit,So beautiful
2024-01-23,jannyseli,Love ittt
2023-12-06,anneymasumbi,Recommended 🤩
2023-12-02,shimaqin98,Cantikk sangat😍
2023-11-28,sunny_bunnies,Material:love it
2024-02-07,noriahnoraykal,cantik
2023-12-20,ida.ishak.ms,bagusss
2024-02-27,azimarabdullah,tqvm
2024-01-24,hazwani_93,good
2024-03-12,aliea_96,Cantik
2023-12-15,megumi8999,Durability:很快到货👍🏻
2024-01-12,davidtan9733,good👍
2024-02-17,nursyakinaaniputri,Durability:bagussss
2024-03-20,b*****7,lawa
2024-03-20,zazareeaay,Good
2023-11-01,amylira,Lawa giler
2024-02-11,norhayatunnufus,Terbaik
2024-03-02,nurkhansattar,Durability:cantikk
2024-01-10,pudidiperjuangan355,goooddd🫶🫶
2024-03-02,sonitaali149,Cantik
2024-03-04,norhalizaisa718,Cantik
2024-01-08,jennylintan,Baik
2024-03-02,piterlang,Baik
2024-02-24,oceanella_shophouse,Oklahhh
2024-03-10,syazanaxx,cantikk
2023-11-20,pyannensemm,Cantik
2023-11-03,zaidanalfaky,Cantik gilerrr
2024-03-07,ariesha.ali,Mantap
2024-03-23,zuradhiya,
2024-02-29,n*****3,
2024-03-06,moganaanand,So cute and pretty 😍
2024-02-29,azamaiyy,
2024-03-15,ichamambang,Bag cantik🥰🥰
2024-03-25,norhilinjulaming,"Material:ok

Beg cantik 😍"
2024-03-18,y*****f,
2024-03-12,fatinamirahishak,Cantikk. Tqsm!
2024-02-20,s*****5,😍😍Small but VALUE for $
2024-03-05,azzahra_66,"Durability:ok nice
Material:nice

can buy"
2024-03-02,a*****i,Cantikk
2024-03-23,nadeyyrah,Durability:ok
2024-03-13,linda_1299,
2024-03-25,hidayah_saffie,Penghantaran pantas
2024-03-16,zuratikahsabri,"Durability:tak sure
Material:tak sure"
2024-03-25,i*****9,
2024-03-04,rositasintasinta,
2023-11-08,mukarramaaaaaaa,lawaa
2024-03-15,nisbaidah,Knp cam colour coklat bkn kelabu
2024-03-18,nasyitahesm,
2024-03-21,cikteh96,"Beg cantik, just nice je. Terletak elok"
2024-01-10,sidah1094,Good
2024-02-13,o*****m,"Material:xpsti butt syuantikkk

5starrrr"
2024-02-15,sakurasakura738,Terbaik kualiti dia.. Suka sangat ❤️❤️
2024-03-21,shafiqasubhi,sumpah cantik
2024-02-29,ainulhana875,sangat cantik dan pghntrn cpt..
2024-03-23,s*****e,Material:Good quality.
2024-03-18,i*****r,
2024-02-13,shikin_980711,
2024-03-20,wendykassim,"Material:good

🥰"
2024-03-22,arlynlyn031,"Material:tqz
Durability:100%❤️"
2024-03-18,althafadhyasta417,Comel sgt
2024-02-06,j*****_,
2024-03-08,a*****y,srs cantek 😍
2024-02-28,s*****.,
2024-02-07,a*****6,
2023-10-23,miko2188,
2023-12-04,r*****z,
2023-12-03,ctnur91,
2023-12-04,rosveronetandyveralala,
2023-12-04,allyciaa_wong,
2023-12-04,l*****o,
2023-12-10,harihaz2603,
2023-11-14,jacquedjsantah,
2023-11-19,abduasn,
2023-11-20,0905chiaki,
2023-11-21,ipaiiiiii_,
2023-12-02,i*****e,
2023-12-02,faizatulanis,
2023-12-02,dynetanesha,
2023-10-29,n*****0,
2023-11-01,s*****i,
2023-11-03,shannshaniya,
2023-11-02,aaaidatul,
2023-11-03,a*****i,
2023-11-03,z*****7,
2023-11-08,shah_naqibah1990,
2023-11-08,preloved_by_fatinbakery,
2023-11-07,skhalijah,
2023-11-09,amira05041414,
2023-11-12,a*****m,
2023-11-12,_killa,
2023-11-16,eiyeiyizz,
2023-11-13,m*****6,
2023-11-22,nuruhayati3876,
2023-11-24,crystalbejau,
2023-11-30,ezaidazakaria,
2023-11-27,ayunye,
2023-11-26,nor5044,
2023-11-29,reduanghafar17,
2023-11-25,glucosemanis,
2023-12-29,azimzahurin,
2023-12-07,lyec2510,
2023-12-18,ainnatasyaaa_,
2023-12-15,sbaza,
2023-12-23,linda_rich_enterprise,
2023-12-21,nrlntsy.z,
2023-12-19,hamidahmahamud,
2023-12-19,alyamatlazim95,
2023-12-24,fatinfarha_,
2023-12-31,n*****5,
2023-12-30,beautyskinshop_,
2024-01-01,k*****n,
2024-01-04,clarraann,
2024-01-06,eftehia.co,
2024-01-07,fatin_anisa57,
2024-01-10,vcelynn,
2024-01-12,mohamadmuhsin59,
2024-01-13,ccm9683,
2024-01-15,elle89,
2024-01-16,azlynnasil,
2024-01-20,kenny_foo,
2024-01-17,sayaalifakram,
2024-01-19,m*****e,
2024-01-18,shuazurakairul,
2024-01-21,norainiahmad90,
2024-01-23,oohcasmj,
2024-01-24,eynacicanot,
2024-01-24,noradilahah,
2024-01-24,a*****i,
2024-01-25,sitipaudziah,
2024-01-25,msdnoso,
2024-01-28,n*****d,
2024-01-30,hyymy,
2024-01-30,rabiatul_hadawiyah,
2024-02-04,hadifahsabri,
2024-02-01,king3492,
2024-02-01,nurshahidarosli,
2024-02-03,n*****4,
2024-02-03,tyrakhrl,
2024-02-02,alepaiman,
2024-02-03,nuruljannah13888,
2024-02-04,n*****i,
2024-02-06,sitimanizamat,
2024-02-06,a*****i,
2024-02-06,n*****8,
2024-02-06,cik_izua94,
2024-02-06,afifahkamely,
2024-03-13,masyenzara,
2024-03-14,fieza_azman,
2024-03-14,zai.ton,
2024-03-15,azmynkhairyy,
2024-03-05,izzfatenna72,
2024-03-06,mrssnow69,
2024-03-05,rina5621,
2024-03-06,sumayyah3010,
2024-02-29,gardies.co,
2024-02-08,fatinharun92,
2024-02-08,a*****a,
2024-02-07,syazlatiff,
2024-02-07,nysaapiz,
2024-02-07,munirazafrannn,
2024-02-09,anneyunos,
2024-02-08,nursyafiqahsuradi,
2024-02-08,a*****h,
2024-02-09,nursyezhliana,
2024-02-11,nuzulzati,
2024-02-09,f*****3,
2024-02-13,marwaabahirah,
2024-02-16,zalehamz20,
2024-02-12,a*****_,
2024-02-12,ellisty,
2024-02-14,rosilarazali,
2024-02-17,a*****2,
2024-02-17,aliaa2102,
2024-02-19,craftyswan_,
2024-02-19,jeremyujang1,
2024-02-20,megmac,
2024-02-20,lina_jsm90,
2024-02-20,azra6893,
2024-02-22,rohaidah00_,
2024-02-22,aisy111,
2024-02-21,azurasam,
2024-02-21,jazzlyne97,
2024-02-23,m_qaiyum,
2024-02-24,lyssamuthar88,
2024-02-24,ieyra.j,
2024-02-24,nurhul90,
2024-02-26,elynfarizwan,
2024-02-27,r*****r,
2024-02-25,melindachelsea,
2024-02-29,fatinm94,
2024-02-29,mohdnizammdsharif,
2024-03-01,qa_caramels,
2024-03-01,farred_azrom,
2024-03-02,tuanleka,
2024-03-02,fatihahrr,
2024-03-02,noraisah98,
2024-03-02,_johanjohar,
2024-03-02,amandagrand,
2024-03-03,iman_chukie,
2024-03-03,izzatirahim__,
2024-03-03,nurulnajihahanis,
2024-03-02,n*****z,
2024-03-04,nabila.ghazali,
2024-03-04,sitihanisahmohamad,
2024-03-05,azneeda.thoha,
2024-03-07,zallyz_81,
2024-03-07,aaminul,
2024-03-07,maslisuryani,
2024-03-09,beautyell_shoppeonline,
2024-03-09,suriani198487,
2024-03-09,iffarosli_,
2024-03-08,dianaemang,
2024-03-08,atikahmarkom,
2024-03-08,fidadamia,
2024-03-08,riedzuan250409,
2024-03-09,dianaelisha,
2024-03-09,s*****y,
2024-03-09,mari7576,
2024-03-10,nakmal951,
2024-03-10,sueohhsuesue,
2024-03-10,wanahalim1993,
2024-03-10,judin_2633,
2024-03-13,nurulsaidah0209,
2024-03-12,hamidah_rahim93,
2024-03-13,nurulnadhirah98_,
2024-03-13,durajahari,
2024-03-16,s*****_,
2024-03-17,intannurbaiduri10,
2024-03-18,stonecoldmmc,
2024-03-18,shakina11,
2024-03-18,sherpark,
2024-03-19,daksyam,
2024-03-18,syhsss,
2024-03-19,kedairuncitmuwara,
2024-03-20,nursyahilaabutalib,
2024-03-19,aqilah0501,
2024-03-18,aliahanif,
2024-03-19,luke4,
2024-03-19,momadriana,
2024-03-19,ieyda1986,
2024-03-19,azikha14,
2024-03-20,zielamahmud,
2024-03-21,l*****1,
2024-03-22,nabilahabdullah69,
2024-03-22,n*****i,
2024-03-21,n*****h,
2024-03-24,harrisasri0,
2024-03-25,fitrirozaireen98,
2024-03-03,emalruzani,
2024-01-08,achik2119,
2024-03-05,wxrth,
2024-03-14,faizolmein,
2024-02-29,aishahfoad,
2023-12-02,lauaray,
2024-03-22,iranathirah,
2024-03-11,s*****6,
2023-12-30,dygnoritaita,
2023-12-18,nasinahmad,
2024-03-01,roslidza,
2024-02-07,haziqahazman,
2024-03-14,nazmear,
2023-11-26,jvieshop,
2024-01-30,p*****5,
2024-03-19,a*****4,
2024-03-10,azeranorafina,
2023-12-03,qishi_,
2024-03-16,hanisme13,
2023-12-10,peggy_1012,
2024-02-28,norlailimohdnoor,
2023-11-29,afifahaifaa,
2024-03-19,amirahfarhanahh,
2024-03-20,n*****a,
2023-11-30,as_ghozali98,
2024-03-03,humaira_aqilah27,
2024-03-03,a*****i,
2024-03-09,qurratuainizainal,
2023-10-26,daisuke_daszie,
2023-11-19,daisuke_daszie,
2024-01-16,hanijayz,
2023-12-02,a*****h,
2023-11-22,_*****8,
2023-12-27,faqiha45,
2024-03-03,ainanisha97,
2024-02-28,i*****3,
2023-12-24,sharonyan82,
2024-03-16,_thelishaempire,
2023-11-06,rokayah74,
2023-12-27,rokayah74,
2023-11-03,blqsshm,
2024-02-26,marcelobanderas,
2024-02-05,mikejonathans,
2023-11-26,c*****a,
2024-03-08,mizahharun,
2023-11-27,a*****9,
2024-03-06,meernaa,
2024-03-12,raishajasminefood,
2024-02-12,shazilaroslan,
2024-03-15,safwan88,
2023-11-22,nbihazlkrnain,
2024-01-16,nikkiysc,
2023-10-31,syim99,
2023-12-07,syakira1205,
2024-02-03,p*****2,
2023-11-28,healthybeauty.from.inside,
2024-03-07,jannahamirah95,
2024-02-26,m*****t,
2024-03-04,babyfaced,
2024-03-05,zaqwanzakaria,
2024-03-11,nurshafiqahella,
2024-03-11,nurshafiqahella,
2024-03-25,c*****m,
2023-11-30,n*****7,
2024-01-31,ymbiz_enterprise,
2024-02-21,cikceni,
2024-03-10,zeerasyaaaa,
2023-12-28,pnatasya.,
2023-11-01,nurulsyar,
2023-12-07,dianawongn30,
2024-02-29,syashafika,
2024-02-15,siti.hajar.1996,
2024-03-02,patinpahira,
2024-03-16,pipot98,
2024-02-12,nurmayaminsyamimi,
2024-01-09,my_gerobok,
2024-03-20,hafyzy58,
2024-02-15,x*****x,
2024-02-01,sky_blue71,
2024-01-17,nuyien97,
2024-03-14,fhmd77,
2024-03-25,hailyusuf,
2024-01-02,viviantan88,
2024-01-10,chintyapratiwi1110,
2024-02-16,leokyl,
2024-03-25,jyen98,
2024-03-24,nadeaxyz,
2023-11-09,nurull_1623,
2023-11-15,nurfarahin3005,
2024-02-19,biahd,
2024-03-03,aisyasya06,
2024-02-20,sitinoridayu,
2024-03-11,carmmemen,
2024-02-08,syierah25,
2023-11-30,nurhidayahtullah,
2023-11-21,amyrarf_,
2024-01-09,aenyusri92,
2024-03-16,iseyui,
2023-11-18,nikkieling,
2023-12-05,qamarinadriana37,
2023-12-02,zettcastic,
2024-01-31,n*****a,
2024-02-21,ainazaini33,
2024-03-07,a*****9,
2024-03-13,ummiiiamiraaa,
2024-02-03,putriana20,
2024-03-24,n*****.,
2023-11-29,pokdib,
2024-03-14,i*****s,
2024-03-20,nrizwniazn,
2023-11-21,meiyenyin,
2024-03-07,norziyanamuhamadnoor,
2023-12-03,pangsookteng,
2023-12-09,nytttru,
2023-11-20,loylia,
2024-03-14,nuyee_ng,
2024-03-05,fartinitajudin,
2024-03-21,azlinanipah,
2024-01-26,zahraayen17,
2024-02-24,n*****7,
2024-02-12,z*****i,
2023-12-06,nursyafurah99,
2023-12-14,a*****.,
2023-11-30,d*****a,
2023-11-07,azilaziq,
2024-01-19,laffmochi,
2024-01-23,sahirazlin,
2024-03-04,noorhartinimuhamadmusni,
2024-03-22,azirasuhana,
2023-11-30,chiewchingtan,
2023-12-01,chiewchingtan,
2023-11-30,daphlowe,
2023-12-15,rivadwitasari,
2023-11-06,f*****9,
2024-03-20,i*****y,
2023-12-18,azizahamandita,
2024-01-09,myza98,
2024-01-17,yeoshuqi_0304,
2024-03-15,purples_0318,
2024-03-04,norzairazahari,
2024-03-18,zulhilmiesaipudin,
2023-11-29,shahbinsalleh,
2024-01-06,farhanajwa_,
2024-02-12,hariyanatahir,
2024-03-07,elvibeautyhq,
2023-12-06,n_farishanarawi,
2024-01-16,alleyanah,
2024-03-04,me.syaa_,
2024-03-07,salfariezahusin,
2024-03-17,ika130226,
2024-03-17,e*****h,
2023-11-08,miralanker,
2023-10-21,rg9ra5kxi_,
2023-11-08,dernaabdullah,
2023-11-09,ainanadlien126,
2024-02-26,nuradeliyana,
2024-03-02,n*****a,
2024-03-16,nrlirwna,
2023-11-13,j*****n,
2024-01-25,e*****o,
2024-01-28,nurhusnamuhamad,
2024-03-15,anannn98,
2024-03-25,anannn98,
2024-02-06,intnsrya99,
2024-03-14,ninaninaniliey,
2023-12-07,meeyaufufu,
2024-03-25,nooryea,
2024-03-02,hidayahfauzi_,
2024-02-20,wazwongg,
2023-12-06,enin_1105,
2024-02-18,aliahusna17,
2024-02-24,slimdd2004,
2024-03-12,zalikhaanuar,
2024-03-04,angahnazri,
2024-03-09,sashawati,
2023-12-27,liney89,
2023-11-06,carrissianasa,
2024-02-16,a*****9,
2024-03-22,p*****w,
2024-01-23,winterlee99,
2024-02-26,eerarazi,
2024-03-16,yunilyana,
2023-11-07,syafieqa1327,
2023-11-09,s.syahana,
2024-02-14,i*****a,
